Learner - ID,Learner - Name,Learner - Type,Learning activity - ID,Learning activity - Title,Learning activity - Duration,Delivery Type,Learning Source Name,State,Age At Registration,User Registration Date,Completion Date,Learning Last Accessed Date,Source,Transcript status,Transcript Type,Learning Activity Status,Referrer Source,College,Percent complete,Learner Enrollment Date
900013,Demo Learner 14,Not Available,ACT9693,Course A,10,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-03-11T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 8,0,24-02-2026
900013,Demo Learner 14,Not Available,ACT4472,Course M,240,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-03-05T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 19,100,24-02-2026
900013,Demo Learner 14,Not Available,ACT1539,Course A,10,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-02-28T00:00:00Z,2026-02-28T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,100,24-02-2026
900013,Demo Learner 14,Not Available,ACT1470,Course A,10,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-02-28T00:00:00Z,2026-02-28T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,100,24-02-2026
900013,Demo Learner 14,Not Available,ACT1764,Course C,240,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-03-19T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 7,0,24-02-2026
900013,Demo Learner 14,Not Available,ACT2080,Course M,10,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-03-17T00:00:00Z,2026-03-17T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 7,100,24-02-2026
900013,Demo Learner 14,Not Available,ACT1564,Course C,60,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-02-25T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 5,100,24-02-2026
900013,Demo Learner 14,Not Available,ACT4358,Course J,60,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-03-21T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 9,100,24-02-2026
900013,Demo Learner 14,Not Available,ACT5205,Course J,10,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-03-07T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 12,100,24-02-2026
900013,Demo Learner 14,Not Available,ACT9253,Course P,60,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-03-20T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 1,50,24-02-2026
900013,Demo Learner 14,Not Available,ACT8150,Course Q,10,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-02-24T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,0,24-02-2026
900013,Demo Learner 14,Not Available,ACT4548,Course C,240,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-03-14T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,50,24-02-2026
900013,Demo Learner 14,Not Available,ACT9577,Course G,60,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-02-24T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,100,24-02-2026
900013,Demo Learner 14,Not Available,ACT9041,Course D,120,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-03-07T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,50,24-02-2026
900013,Demo Learner 14,Not Available,ACT6688,Course Q,60,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-03-14T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,100,24-02-2026
900013,Demo Learner 14,Not Available,ACT4793,Course P,30,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-03-02T00:00:00Z,2026-03-02T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 3,50,24-02-2026
900013,Demo Learner 14,Not Available,ACT2713,Course K,60,eLearning,Adobe Learning Manager,Andhra Pradesh - IN,Not Available,24-02-2026,2026-03-21T00:00:00Z,2026-03-21T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 13,100,24-02-2026
900014,Demo Learner 15,Student,ACT8551,Course E,240,Learning Plan,Adobe Learning Manager,Delhi - IN,18-25,13-03-2026,2026-03-13T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 20,100,13-03-2026
900014,Demo Learner 15,Student,ACT6352,Course Q,30,Learning Plan,Adobe Learning Manager,Delhi - IN,18-25,13-03-2026,2026-03-14T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 15,0,13-03-2026
900015,Demo Learner 16,Not Available,ACT4898,Course Q,30,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 20,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT3555,Course H,60,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-04-07T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 12,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT6375,Course G,60,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-22T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 4,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT2665,Course G,120,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-04-05T00:00:00Z,2026-04-05T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 5,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT5872,Course N,60,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-04-07T00:00:00Z,2026-04-07T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 4,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT7362,Course O,10,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-21T00:00:00Z,2026-03-21T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 14,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT5853,Course O,10,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-31T00:00:00Z,2026-03-31T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 20,50,15-03-2026
900015,Demo Learner 16,Not Available,ACT4969,Course N,240,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-15T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 14,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT4745,Course F,10,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-04-05T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 11,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT2603,Course N,30,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-04-04T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT8909,Course O,10,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-28T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 14,0,15-03-2026
900015,Demo Learner 16,Not Available,ACT3999,Course K,10,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-04-05T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 16,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT5116,Course R,30,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-16T00:00:00Z,2026-03-16T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 7,0,15-03-2026
900015,Demo Learner 16,Not Available,ACT2656,Course S,120,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-26T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 16,0,15-03-2026
900015,Demo Learner 16,Not Available,ACT7060,Course Q,60,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-15T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 15,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT4011,Course M,240,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-04-05T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 4,0,15-03-2026
900015,Demo Learner 16,Not Available,ACT1927,Course I,60,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-26T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT7858,Course N,60,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-17T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 4,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT7561,Course Q,30,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-24T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 13,50,15-03-2026
900015,Demo Learner 16,Not Available,ACT3695,Course E,10,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-21T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 7,50,15-03-2026
900015,Demo Learner 16,Not Available,ACT4702,Course E,60,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-04-04T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 14,50,15-03-2026
900015,Demo Learner 16,Not Available,ACT9982,Course E,120,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-24T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 8,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT7162,Course I,120,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-04-06T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 16,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT5607,Course L,30,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-04-09T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 11,50,15-03-2026
900015,Demo Learner 16,Not Available,ACT8020,Course T,10,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-30T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 12,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT7309,Course B,10,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-24T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 11,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT6654,Course S,10,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-31T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 7,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT5800,Course I,240,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-04-04T00:00:00Z,2026-04-04T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 5,100,15-03-2026
900015,Demo Learner 16,Not Available,ACT8404,Course L,30,eLearning,IBM Learning Patterns,Not Available,18-25,15-03-2026,2026-03-20T00:00:00Z,2026-03-20T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 13,0,15-03-2026
900016,Demo Learner 17,Student,ACT4491,Course Q,10,Video,IBM Learning Patterns,Not Available,18-25,07-02-2026,2026-02-09T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 15,100,07-02-2026
900016,Demo Learner 17,Student,ACT2940,Course I,120,Video,IBM Learning Patterns,Not Available,18-25,07-02-2026,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 5,50,07-02-2026
900016,Demo Learner 17,Student,ACT1957,Course P,120,Video,IBM Learning Patterns,Not Available,18-25,07-02-2026,2026-02-08T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 16,100,07-02-2026
900017,Demo Learner 18,Job Seeker,ACT7143,Course N,120,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-08T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 3,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT6904,Course A,10,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-14T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 11,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT8932,Course P,30,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-10T00:00:00Z,2026-03-10T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 14,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT2547,Course L,60,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-04T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 17,0,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT4452,Course J,120,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-18T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 9,0,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT5737,Course J,60,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-02-23T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 13,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT5451,Course Q,60,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-10T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 16,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT4150,Course K,60,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-04T00:00:00Z,2026-03-04T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 3,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT7652,Course R,240,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-06T00:00:00Z,2026-03-06T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 10,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT1760,Course G,120,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-02-22T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,0,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT7161,Course T,30,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-11T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 20,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT1646,Course O,30,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-02-28T00:00:00Z,2026-02-28T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT2648,Course A,60,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-07T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 5,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT5227,Course J,30,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-11T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 11,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT1894,Course P,240,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-07T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 4,50,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT7629,Course O,10,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-12T00:00:00Z,2026-03-12T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 13,0,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT3544,Course P,120,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-12T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 3,50,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT3486,Course A,120,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-02-28T00:00:00Z,2026-02-28T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 4,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT2988,Course E,120,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-02-28T00:00:00Z,2026-02-28T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 19,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT4070,Course B,60,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-08T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 5,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT9160,Course O,60,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-03T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT1992,Course A,240,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-02-22T00:00:00Z,2026-02-22T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 10,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT3719,Course P,240,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-17T00:00:00Z,2026-03-17T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 12,0,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT8188,Course P,30,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-17T00:00:00Z,2026-03-17T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 4,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT3687,Course N,120,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-14T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 15,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT6470,Course J,60,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-19T00:00:00Z,2026-03-19T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 20,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT1253,Course E,240,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-13T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 19,50,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT7171,Course M,120,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-01T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 8,50,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT1027,Course K,60,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-03T00:00:00Z,2026-03-03T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,0,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT1692,Course J,30,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-18T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 19,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT9975,Course P,60,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-02T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 18,0,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT7254,Course G,30,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-09T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,50,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT4384,Course I,240,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-08T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 13,50,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT2436,Course R,60,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-11T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 8,50,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT9536,Course I,240,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-12T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 17,0,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT4099,Course G,30,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-02-28T00:00:00Z,2026-02-28T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 10,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT6880,Course M,240,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-12T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 8,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT7128,Course D,60,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-09T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 3,100,22-02-2026
900017,Demo Learner 18,Job Seeker,ACT1497,Course L,60,eLearning,Your Learning Builder - Plans,Karnataka - IN,18-25,22-02-2026,2026-03-04T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 1,100,22-02-2026
900018,Demo Learner 19,Student,ACT3144,Course I,10,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-01-28T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,50,14-01-2026
900018,Demo Learner 19,Student,ACT1450,Course B,10,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-01-16T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 15,50,14-01-2026
900018,Demo Learner 19,Student,ACT7510,Course D,10,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-01-16T00:00:00Z,2026-01-16T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 19,100,14-01-2026
900018,Demo Learner 19,Student,ACT2471,Course Q,120,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-02-03T00:00:00Z,2026-02-03T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,100,14-01-2026
900018,Demo Learner 19,Student,ACT4632,Course F,10,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-01-21T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 12,100,14-01-2026
900018,Demo Learner 19,Student,ACT1455,Course B,60,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-01-31T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 16,100,14-01-2026
900018,Demo Learner 19,Student,ACT3372,Course K,10,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-01-17T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 10,0,14-01-2026
900018,Demo Learner 19,Student,ACT8229,Course D,120,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-02-01T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 9,50,14-01-2026
900018,Demo Learner 19,Student,ACT7143,Course P,120,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-01-17T00:00:00Z,2026-01-17T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 8,100,14-01-2026
900018,Demo Learner 19,Student,ACT1206,Course O,30,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-02-04T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 6,100,14-01-2026
900018,Demo Learner 19,Student,ACT7112,Course E,120,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-01-16T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 13,100,14-01-2026
900018,Demo Learner 19,Student,ACT2231,Course O,60,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-02-03T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 8,50,14-01-2026
900018,Demo Learner 19,Student,ACT6997,Course E,60,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-01-17T00:00:00Z,2026-01-17T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 2,100,14-01-2026
900018,Demo Learner 19,Student,ACT8395,Course R,30,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-02-05T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 5,100,14-01-2026
900018,Demo Learner 19,Student,ACT7746,Course H,30,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-01-27T00:00:00Z,2026-01-27T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 19,100,14-01-2026
900018,Demo Learner 19,Student,ACT3749,Course I,120,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-01-24T00:00:00Z,2026-01-24T00:00:00Z,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 15,50,14-01-2026
900018,Demo Learner 19,Student,ACT3512,Course Q,10,Guidance,Your Learning Builder - Plans,Kerala - IN,Not Available,14-01-2026,2026-01-17T00:00:00Z,,SELFREG,Completed,Source Managed,Active in default YL search,Other,Demo College 7,0,14-01-2026
